id,Gender,Customer Type,Age,Type of Travel,Class,Flight Distance,Inflight wifi service,Departure/Arrival time convenient,Ease of Online booking,Gate location,Food and drink,Online boarding,Seat comfort,Inflight entertainment,On-board service,Leg room service,Baggage handling,Checkin service,Inflight service,Cleanliness,Departure Delay in Minutes,Arrival Delay in Minutes,satisfaction
98079,Male,Loyal Customer,40,Personal Travel,Eco,1449,3,2,3,2,4,,,,,,,,,,,,neutral or dissatisfied
57359,Female,Loyal Customer,64,Personal Travel,Eco,236,3,5,3,2,5,,,,,,,,,,,,neutral or dissatisfied
51874,Male,disloyal Customer,29,Business travel,Eco,771,1,1,1,1,5,,,,,,,,,,,,neutral or dissatisfied
107826,Male,Loyal Customer,26,Personal Travel,Eco,349,3,3,3,3,1,,,,,,,,,,,,neutral or dissatisfied
26169,Male,disloyal Customer,27,Business travel,Eco,581,2,2,2,2,4,,,,,,,,,,,,neutral or dissatisfied
96223,Male,Loyal Customer,31,Business travel,Business,2603,4,4,4,4,4,,,,,,,,,,,,neutral or dissatisfied
46184,Female,Loyal Customer,33,Business travel,Business,3850,2,2,2,2,3,,,,,,,,,,,,satisfied
64085,Female,Loyal Customer,67,Personal Travel,Eco,919,2,3,2,3,5,,,,,,,,,,,,neutral or dissatisfied
109039,Female,disloyal Customer,21,Business travel,Eco,488,4,0,4,4,1,,,,,,,,,,,,satisfied
36883,Female,Loyal Customer,34,Business travel,Eco,1182,4,2,2,2,4,,,,,,,,,,,,neutral or dissatisfied
13167,Female,Loyal Customer,24,Personal Travel,Eco Plus,427,5,2,5,4,3,,,,,,,,,,,,satisfied
81858,Male,Loyal Customer,17,Business travel,Eco Plus,1306,1,3,3,3,1,,,,,,,,,,,,neutral or dissatisfied
83334,Female,Loyal Customer,17,Personal Travel,Eco,2105,1,0,1,3,2,,,,,,,,,,,,neutral or dissatisfied
22321,Male,disloyal Customer,33,Business travel,Eco,143,1,3,1,3,5,,,,,,,,,,,,neutral or dissatisfied
66868,Female,Loyal Customer,52,Business travel,Business,1915,5,3,5,5,4,,,,,,,,,,,,satisfied
2663,Female,Loyal Customer,53,Business travel,Business,539,5,5,5,5,3,,,,,,,,,,,,satisfied
88018,Female,disloyal Customer,24,Business travel,Eco,545,4,0,4,2,5,,,,,,,,,,,,satisfied
20385,Male,Loyal Customer,56,Personal Travel,Eco Plus,287,4,5,4,4,2,,,,,,,,,,,,neutral or dissatisfied
65098,Female,Loyal Customer,51,Personal Travel,Eco,224,3,4,3,4,5,,,,,,,,,,,,neutral or dissatisfied
67690,Female,Loyal Customer,54,Business travel,Business,1464,5,5,5,5,3,,,,,,,,,,,,satisfied
70769,Female,Loyal Customer,58,Business travel,Business,2354,5,5,5,5,4,,,,,,,,,,,,satisfied
116441,Male,Loyal Customer,52,Personal Travel,Eco,308,3,5,3,3,1,,,,,,,,,,,,neutral or dissatisfied
19516,Female,Loyal Customer,22,Business travel,Eco Plus,566,3,3,3,3,3,,,,,,,,,,,,neutral or dissatisfied
74964,Male,Loyal Customer,23,Personal Travel,Eco,2586,2,2,2,4,5,,,,,,,,,,,,neutral or dissatisfied
94013,Male,Loyal Customer,57,Business travel,Business,1859,1,1,1,1,2,,,,,,,,,,,,satisfied
101880,Female,Loyal Customer,21,Personal Travel,Eco,1747,0,1,0,3,2,,,,,,,,,,,,satisfied
101297,Male,Loyal Customer,68,Personal Travel,Eco,763,2,4,2,3,3,,,,,,,,,,,,neutral or dissatisfied
108630,Male,Loyal Customer,24,Business travel,Business,1547,4,1,1,1,4,,,,,,,,,,,,neutral or dissatisfied
89825,Female,Loyal Customer,48,Personal Travel,Eco Plus,1076,3,2,3,3,3,,,,,,,,,,,,neutral or dissatisfied
65694,Male,disloyal Customer,25,Business travel,Business,1061,2,0,2,5,1,,,,,,,,,,,,neutral or dissatisfied
35863,Male,Loyal Customer,63,Personal Travel,Eco,1065,4,4,4,1,2,,,,,,,,,,,,neutral or dissatisfied
88372,Female,Loyal Customer,36,Business travel,Business,1528,1,2,2,2,5,,,,,,,,,,,,neutral or dissatisfied
93571,Female,Loyal Customer,59,Business travel,Business,1891,3,3,3,3,5,,,,,,,,,,,,satisfied
21089,Female,Loyal Customer,32,Business travel,Business,2369,2,1,3,3,1,,,,,,,,,,,,neutral or dissatisfied
124212,Male,Loyal Customer,7,Personal Travel,Eco,2176,1,4,0,4,5,,,,,,,,,,,,neutral or dissatisfied
24524,Female,disloyal Customer,26,Business travel,Eco,892,3,3,3,3,1,,,,,,,,,,,,neutral or dissatisfied
24740,Male,Loyal Customer,35,Business travel,Eco,447,1,3,3,3,1,,,,,,,,,,,,satisfied
18237,Male,disloyal Customer,47,Business travel,Business,228,2,2,2,1,3,,,,,,,,,,,,neutral or dissatisfied
42105,Male,disloyal Customer,47,Business travel,Eco,996,4,4,4,2,1,,,,,,,,,,,,satisfied
83019,Male,Loyal Customer,37,Business travel,Business,2489,4,4,4,4,2,,,,,,,,,,,,satisfied
126136,Male,Loyal Customer,56,Business travel,Eco,631,3,2,2,2,3,,,,,,,,,,,,neutral or dissatisfied
65454,Female,disloyal Customer,15,Business travel,Business,1303,5,5,5,2,3,,,,,,,,,,,,satisfied
74564,Male,Loyal Customer,27,Business travel,Eco,1235,4,1,1,1,4,,,,,,,,,,,,neutral or dissatisfied
79824,Male,Loyal Customer,40,Business travel,Business,950,1,1,1,1,4,,,,,,,,,,,,satisfied
93562,Male,Loyal Customer,50,Business travel,Business,719,4,4,4,4,3,,,,,,,,,,,,satisfied
67703,Male,Loyal Customer,47,Business travel,Eco,1438,3,2,2,2,3,,,,,,,,,,,,neutral or dissatisfied
1181,Male,Loyal Customer,48,Personal Travel,Eco,113,2,5,2,4,1,,,,,,,,,,,,neutral or dissatisfied
67121,Male,Loyal Customer,63,Business travel,Eco,985,3,5,5,5,2,,,,,,,,,,,,neutral or dissatisfied
88904,Female,Loyal Customer,27,Personal Travel,Eco,859,5,2,5,4,5,,,,,,,,,,,,satisfied
99563,Female,Loyal Customer,49,Business travel,Business,1735,3,3,3,3,5,,,,,,,,,,,,satisfied
3016,Male,disloyal Customer,9,Business travel,Eco,922,5,5,5,3,5,,,,,,,,,,,,satisfied
120396,Female,disloyal Customer,32,Business travel,Eco,449,3,3,3,3,1,,,,,,,,,,,,neutral or dissatisfied
44247,Female,Loyal Customer,51,Business travel,Business,3601,4,4,4,4,2,,,,,,,,,,,,satisfied
45763,Male,Loyal Customer,45,Business travel,Eco,391,1,4,4,4,1,,,,,,,,,,,,neutral or dissatisfied
36938,Male,Loyal Customer,38,Business travel,Eco,718,4,4,4,4,4,,,,,,,,,,,,satisfied
83764,Male,Loyal Customer,45,Business travel,Business,3111,2,2,2,2,2,,,,,,,,,,,,satisfied
71495,Male,Loyal Customer,43,Personal Travel,Business,1120,1,4,1,1,5,,,,,,,,,,,,neutral or dissatisfied
83276,Female,Loyal Customer,61,Personal Travel,Eco,1979,2,4,2,3,3,,,,,,,,,,,,neutral or dissatisfied
39061,Male,Loyal Customer,23,Business travel,Business,784,2,2,2,2,4,,,,,,,,,,,,satisfied
27516,Female,Loyal Customer,45,Personal Travel,Eco,954,3,4,4,3,5,,,,,,,,,,,,neutral or dissatisfied
104692,Male,Loyal Customer,53,Business travel,Business,1879,1,1,1,1,2,,,,,,,,,,,,satisfied
129667,Male,disloyal Customer,61,Business travel,Eco,337,3,2,4,4,2,,,,,,,,,,,,neutral or dissatisfied
35912,Male,Loyal Customer,32,Business travel,Eco,2248,2,2,2,2,2,,,,,,,,,,,,neutral or dissatisfied
112203,Male,disloyal Customer,22,Business travel,Eco,649,3,1,3,3,2,,,,,,,,,,,,neutral or dissatisfied
14200,Female,Loyal Customer,23,Business travel,Business,1973,2,5,5,5,2,,,,,,,,,,,,neutral or dissatisfied
83702,Male,Loyal Customer,13,Personal Travel,Eco,577,5,4,5,2,2,,,,,,,,,,,,satisfied
111466,Female,Loyal Customer,29,Personal Travel,Eco,836,3,1,3,3,4,,,,,,,,,,,,neutral or dissatisfied
36629,Female,disloyal Customer,22,Business travel,Eco,1249,2,2,2,3,4,,,,,,,,,,,,neutral or dissatisfied
66064,Male,Loyal Customer,15,Personal Travel,Eco,1055,1,5,1,5,2,,,,,,,,,,,,neutral or dissatisfied
78071,Male,Loyal Customer,37,Business travel,Business,2310,1,1,1,1,2,,,,,,,,,,,,satisfied
33669,Female,Loyal Customer,45,Personal Travel,Eco Plus,399,3,4,3,1,5,,,,,,,,,,,,neutral or dissatisfied
54133,Male,Loyal Customer,28,Business travel,Business,1400,1,1,5,1,4,,,,,,,,,,,,satisfied
49023,Male,Loyal Customer,46,Business travel,Business,3494,2,2,2,2,4,,,,,,,,,,,,satisfied
81389,Male,Loyal Customer,37,Business travel,Eco,874,3,3,3,3,3,,,,,,,,,,,,neutral or dissatisfied
79581,Female,Loyal Customer,50,Business travel,Business,1670,2,3,3,3,2,,,,,,,,,,,,neutral or dissatisfied
92478,Male,Loyal Customer,48,Business travel,Eco,1919,3,4,4,4,3,,,,,,,,,,,,neutral or dissatisfied
69359,Female,Loyal Customer,53,Business travel,Business,3632,1,1,1,1,2,,,,,,,,,,,,satisfied
3670,Female,disloyal Customer,34,Business travel,Business,427,3,3,3,2,3,,,,,,,,,,,,neutral or dissatisfied
14873,Female,disloyal Customer,19,Business travel,Eco,296,3,4,3,3,3,,,,,,,,,,,,neutral or dissatisfied
104324,Male,Loyal Customer,39,Business travel,Business,452,3,2,2,2,5,,,,,,,,,,,,neutral or dissatisfied
48532,Male,Loyal Customer,52,Business travel,Eco,453,5,2,4,4,5,,,,,,,,,,,,satisfied
115981,Male,Loyal Customer,30,Personal Travel,Eco,308,5,3,5,4,5,,,,,,,,,,,,satisfied
99208,Female,Loyal Customer,48,Business travel,Business,3131,5,5,5,5,5,,,,,,,,,,,,satisfied
11323,Female,Loyal Customer,13,Personal Travel,Eco,247,4,4,4,1,5,,,,,,,,,,,,neutral or dissatisfied
15849,Male,Loyal Customer,34,Personal Travel,Eco,888,3,4,3,3,4,,,,,,,,,,,,neutral or dissatisfied
28283,Male,Loyal Customer,52,Business travel,Eco Plus,2402,5,3,5,5,5,,,,,,,,,,,,satisfied
128858,Male,Loyal Customer,50,Business travel,Business,2475,2,2,2,2,4,,,,,,,,,,,,satisfied
38924,Male,Loyal Customer,36,Business travel,Business,2579,3,3,4,3,3,,,,,,,,,,,,satisfied
47766,Male,Loyal Customer,57,Business travel,Eco,838,4,5,5,5,4,,,,,,,,,,,,satisfied
84230,Female,Loyal Customer,55,Personal Travel,Eco,432,3,2,4,4,2,,,,,,,,,,,,neutral or dissatisfied
35668,Female,Loyal Customer,28,Business travel,Business,2586,2,2,2,2,4,,,,,,,,,,,,satisfied
126094,Female,disloyal Customer,25,Business travel,Business,600,4,2,4,3,3,,,,,,,,,,,,satisfied
40031,Male,Loyal Customer,19,Personal Travel,Eco,525,2,2,5,3,3,,,,,,,,,,,,neutral or dissatisfied
101864,Male,Loyal Customer,41,Business travel,Business,1747,1,1,1,1,5,,,,,,,,,,,,satisfied
129727,Female,Loyal Customer,43,Business travel,Business,2279,3,3,3,3,2,,,,,,,,,,,,satisfied
53715,Male,Loyal Customer,27,Personal Travel,Eco,1208,1,2,1,4,1,,,,,,,,,,,,neutral or dissatisfied
39315,Female,Loyal Customer,28,Personal Travel,Eco,268,1,0,0,2,3,,,,,,,,,,,,neutral or dissatisfied
27951,Male,disloyal Customer,44,Business travel,Eco,897,3,3,3,4,1,,,,,,,,,,,,neutral or dissatisfied
19045,Male,Loyal Customer,52,Business travel,Business,1722,4,4,4,4,2,,,,,,,,,,,,satisfied
99872,Male,Loyal Customer,53,Business travel,Business,1436,1,1,1,1,4,,,,,,,,,,,,satisfied
64896,Female,Loyal Customer,49,Business travel,Eco,247,1,4,4,4,5,,,,,,,,,,,,neutral or dissatisfied
15250,Male,Loyal Customer,10,Personal Travel,Eco,529,4,3,4,4,3,,,,,,,,,,,,neutral or dissatisfied
96650,Male,disloyal Customer,39,Business travel,Eco,537,4,3,4,4,4,,,,,,,,,,,,neutral or dissatisfied
75715,Male,Loyal Customer,47,Business travel,Business,2718,2,2,2,2,2,,,,,,,,,,,,satisfied
71603,Male,Loyal Customer,24,Business travel,Business,1197,5,4,4,4,5,,,,,,,,,,,,neutral or dissatisfied
48703,Female,Loyal Customer,46,Business travel,Business,2099,3,3,3,3,3,,,,,,,,,,,,satisfied
1811,Male,Loyal Customer,21,Business travel,Business,3784,2,4,4,4,2,,,,,,,,,,,,neutral or dissatisfied
38949,Male,Loyal Customer,34,Personal Travel,Eco Plus,320,1,3,1,1,5,,,,,,,,,,,,neutral or dissatisfied
114548,Male,Loyal Customer,18,Personal Travel,Business,372,1,3,1,1,3,,,,,,,,,,,,neutral or dissatisfied
117069,Female,Loyal Customer,36,Business travel,Business,304,4,2,2,2,5,,,,,,,,,,,,neutral or dissatisfied
128579,Male,Loyal Customer,51,Business travel,Business,2552,1,1,1,1,4,,,,,,,,,,,,satisfied
93373,Female,Loyal Customer,47,Business travel,Business,2390,5,5,5,5,2,,,,,,,,,,,,satisfied
129293,Female,Loyal Customer,13,Personal Travel,Eco,550,4,5,4,4,4,,,,,,,,,,,,neutral or dissatisfied
128882,Female,Loyal Customer,25,Business travel,Business,2454,3,2,2,2,3,,,,,,,,,,,,neutral or dissatisfied
10137,Female,Loyal Customer,55,Business travel,Business,2973,3,3,3,3,3,,,,,,,,,,,,satisfied
76876,Male,Loyal Customer,49,Business travel,Business,2999,5,5,5,5,3,,,,,,,,,,,,satisfied
99928,Female,Loyal Customer,43,Business travel,Business,3524,2,2,2,2,3,,,,,,,,,,,,neutral or dissatisfied
12456,Male,disloyal Customer,19,Personal Travel,Eco,253,5,4,0,5,3,,,,,,,,,,,,satisfied
61934,Female,disloyal Customer,22,Business travel,Eco,550,2,0,2,1,5,,,,,,,,,,,,neutral or dissatisfied
27147,Female,disloyal Customer,38,Business travel,Eco,1437,3,3,3,3,3,,,,,,,,,,,,neutral or dissatisfied
8889,Female,Loyal Customer,29,Personal Travel,Eco,622,2,5,2,2,2,,,,,,,,,,,,neutral or dissatisfied
64062,Male,Loyal Customer,60,Business travel,Eco,919,2,3,2,3,2,,,,,,,,,,,,neutral or dissatisfied
43956,Female,Loyal Customer,68,Personal Travel,Eco,408,3,4,3,4,5,,,,,,,,,,,,neutral or dissatisfied
23879,Female,Loyal Customer,47,Business travel,Eco,589,5,3,3,3,1,,,,,,,,,,,,satisfied
850,Female,Loyal Customer,54,Business travel,Business,354,3,5,5,5,2,,,,,,,,,,,,neutral or dissatisfied
84088,Female,Loyal Customer,33,Personal Travel,Eco,932,4,4,4,1,5,,,,,,,,,,,,satisfied
114733,Female,Loyal Customer,38,Business travel,Business,3731,1,1,4,1,2,,,,,,,,,,,,satisfied
126165,Female,disloyal Customer,22,Business travel,Business,507,5,5,5,1,2,,,,,,,,,,,,satisfied
9253,Female,Loyal Customer,65,Personal Travel,Eco,157,5,3,0,3,4,,,,,,,,,,,,satisfied
27381,Male,Loyal Customer,39,Business travel,Eco,954,5,2,2,2,5,,,,,,,,,,,,satisfied
26755,Female,Loyal Customer,50,Business travel,Eco,859,3,2,2,2,5,,,,,,,,,,,,satisfied
826,Male,Loyal Customer,47,Business travel,Business,2880,2,5,5,5,3,,,,,,,,,,,,neutral or dissatisfied
30474,Male,disloyal Customer,22,Business travel,Eco,377,4,0,4,3,2,,,,,,,,,,,,neutral or dissatisfied
59240,Male,Loyal Customer,68,Business travel,Eco Plus,249,4,3,3,3,4,,,,,,,,,,,,neutral or dissatisfied
42659,Male,Loyal Customer,25,Business travel,Business,3428,4,4,2,4,5,,,,,,,,,,,,satisfied
81284,Female,Loyal Customer,22,Personal Travel,Eco,1020,1,3,1,2,2,,,,,,,,,,,,neutral or dissatisfied
94764,Female,Loyal Customer,51,Business travel,Business,1812,1,5,5,5,1,,,,,,,,,,,,neutral or dissatisfied
13836,Male,Loyal Customer,21,Business travel,Business,1657,4,4,3,4,3,,,,,,,,,,,,satisfied
84164,Male,Loyal Customer,43,Business travel,Eco Plus,503,1,3,3,3,1,,,,,,,,,,,,neutral or dissatisfied
34541,Female,Loyal Customer,32,Business travel,Business,1598,5,5,5,5,4,,,,,,,,,,,,satisfied
104941,Female,Loyal Customer,28,Business travel,Business,1541,1,1,1,1,4,,,,,,,,,,,,satisfied
15981,Female,Loyal Customer,36,Business travel,Eco,794,4,5,3,5,4,,,,,,,,,,,,satisfied
62217,Male,Loyal Customer,12,Personal Travel,Eco,2454,4,1,4,3,5,,,,,,,,,,,,neutral or dissatisfied
40305,Male,Loyal Customer,48,Personal Travel,Eco,436,3,2,3,4,4,,,,,,,,,,,,neutral or dissatisfied
13431,Female,Loyal Customer,40,Business travel,Business,491,3,3,3,3,1,,,,,,,,,,,,neutral or dissatisfied
105813,Female,Loyal Customer,46,Personal Travel,Eco,842,2,2,2,2,1,,,,,,,,,,,,neutral or dissatisfied
98540,Female,Loyal Customer,66,Personal Travel,Eco,668,1,5,1,3,3,,,,,,,,,,,,neutral or dissatisfied
35772,Female,disloyal Customer,23,Business travel,Eco,200,4,3,4,4,4,,,,,,,,,,,,neutral or dissatisfied
28819,Male,disloyal Customer,28,Business travel,Eco,1050,4,4,4,4,5,,,,,,,,,,,,satisfied
65368,Female,Loyal Customer,69,Business travel,Eco,432,4,3,3,3,3,,,,,,,,,,,,neutral or dissatisfied
35856,Female,disloyal Customer,19,Business travel,Eco,937,4,4,4,3,1,,,,,,,,,,,,neutral or dissatisfied
82229,Male,disloyal Customer,21,Business travel,Eco,405,2,3,2,3,1,,,,,,,,,,,,neutral or dissatisfied
27192,Female,Loyal Customer,30,Business travel,Eco Plus,2640,1,2,2,2,1,,,,,,,,,,,,neutral or dissatisfied
24515,Male,Loyal Customer,8,Business travel,Eco Plus,547,2,4,4,4,2,,,,,,,,,,,,neutral or dissatisfied
30288,Male,Loyal Customer,16,Business travel,Business,1476,2,4,4,4,2,,,,,,,,,,,,neutral or dissatisfied
23649,Male,disloyal Customer,21,Business travel,Eco,73,3,0,3,4,3,,,,,,,,,,,,neutral or dissatisfied
100174,Male,Loyal Customer,34,Personal Travel,Eco,468,2,5,2,3,2,,,,,,,,,,,,neutral or dissatisfied
32476,Male,Loyal Customer,33,Business travel,Eco,216,5,3,3,3,5,,,,,,,,,,,,satisfied
82565,Female,Loyal Customer,50,Business travel,Business,3962,4,4,1,4,3,,,,,,,,,,,,satisfied
32806,Male,Loyal Customer,38,Business travel,Business,3664,2,4,4,4,5,,,,,,,,,,,,neutral or dissatisfied
87284,Male,Loyal Customer,35,Business travel,Business,2669,2,2,2,2,5,,,,,,,,,,,,satisfied
20078,Male,Loyal Customer,27,Business travel,Eco Plus,738,4,1,1,1,4,,,,,,,,,,,,satisfied
62722,Female,Loyal Customer,59,Business travel,Business,2556,2,2,2,2,4,,,,,,,,,,,,satisfied
109590,Female,Loyal Customer,55,Business travel,Business,1827,3,3,3,3,3,,,,,,,,,,,,satisfied
61122,Male,Loyal Customer,40,Business travel,Business,3500,4,4,4,4,2,,,,,,,,,,,,satisfied
28487,Female,Loyal Customer,29,Business travel,Business,1739,1,5,5,5,1,,,,,,,,,,,,neutral or dissatisfied
86669,Female,Loyal Customer,21,Personal Travel,Eco,746,5,5,5,3,2,,,,,,,,,,,,satisfied
30531,Male,Loyal Customer,59,Business travel,Business,683,3,3,3,3,4,,,,,,,,,,,,satisfied
34656,Male,Loyal Customer,59,Business travel,Business,301,5,2,5,5,4,,,,,,,,,,,,satisfied
23663,Male,Loyal Customer,45,Business travel,Eco,212,5,3,3,3,5,,,,,,,,,,,,satisfied
81441,Male,Loyal Customer,46,Business travel,Business,2491,3,3,3,3,4,,,,,,,,,,,,satisfied
103002,Female,disloyal Customer,24,Business travel,Business,546,0,4,0,3,2,,,,,,,,,,,,satisfied
19844,Male,Loyal Customer,38,Business travel,Eco,585,5,5,5,5,5,,,,,,,,,,,,satisfied
80160,Male,Loyal Customer,43,Business travel,Business,2475,4,4,4,4,3,,,,,,,,,,,,satisfied
29123,Female,Loyal Customer,29,Personal Travel,Eco,679,3,5,2,5,2,,,,,,,,,,,,neutral or dissatisfied
95129,Female,Loyal Customer,12,Personal Travel,Eco,189,1,5,1,2,4,,,,,,,,,,,,neutral or dissatisfied
39412,Female,Loyal Customer,25,Business travel,Eco Plus,521,4,1,1,1,4,,,,,,,,,,,,satisfied
19192,Female,Loyal Customer,32,Business travel,Business,2304,4,4,4,4,5,,,,,,,,,,,,satisfied
41878,Female,Loyal Customer,22,Business travel,Business,760,2,2,2,2,2,,,,,,,,,,,,satisfied
23087,Male,Loyal Customer,56,Personal Travel,Eco,864,2,5,2,1,5,,,,,,,,,,,,neutral or dissatisfied
73576,Male,Loyal Customer,52,Business travel,Business,3134,2,2,2,2,5,,,,,,,,,,,,satisfied
23851,Female,Loyal Customer,23,Business travel,Business,552,4,4,4,4,2,,,,,,,,,,,,satisfied
80319,Male,Loyal Customer,67,Personal Travel,Eco,746,2,4,2,4,2,,,,,,,,,,,,neutral or dissatisfied
63813,Male,Loyal Customer,41,Business travel,Business,3063,4,1,4,4,4,,,,,,,,,,,,satisfied
29942,Male,disloyal Customer,25,Business travel,Eco,261,3,0,3,1,2,,,,,,,,,,,,neutral or dissatisfied
52220,Male,Loyal Customer,36,Business travel,Eco,370,3,2,2,2,3,,,,,,,,,,,,neutral or dissatisfied
91939,Female,Loyal Customer,19,Business travel,Business,2475,4,4,4,4,4,,,,,,,,,,,,satisfied
25011,Male,Loyal Customer,41,Business travel,Business,3098,1,2,2,2,1,,,,,,,,,,,,neutral or dissatisfied
109293,Male,Loyal Customer,55,Business travel,Business,1072,4,4,4,4,3,,,,,,,,,,,,satisfied
126912,Male,Loyal Customer,57,Business travel,Business,3285,3,1,1,1,4,,,,,,,,,,,,neutral or dissatisfied
40462,Female,disloyal Customer,25,Business travel,Eco,222,2,1,2,2,3,,,,,,,,,,,,neutral or dissatisfied
16676,Female,Loyal Customer,43,Personal Travel,Eco,488,3,5,3,4,2,,,,,,,,,,,,neutral or dissatisfied
124203,Female,Loyal Customer,22,Business travel,Business,2176,2,4,3,3,2,,,,,,,,,,,,neutral or dissatisfied
36425,Female,Loyal Customer,36,Business travel,Eco,369,2,2,2,2,2,,,,,,,,,,,,neutral or dissatisfied
126396,Female,Loyal Customer,39,Personal Travel,Eco,650,1,2,1,4,2,,,,,,,,,,,,neutral or dissatisfied
120406,Male,disloyal Customer,39,Business travel,Business,337,5,5,5,3,3,,,,,,,,,,,,satisfied
98551,Male,disloyal Customer,27,Business travel,Business,861,2,2,2,4,3,,,,,,,,,,,,neutral or dissatisfied
110470,Female,Loyal Customer,18,Personal Travel,Eco,925,3,5,3,3,5,,,,,,,,,,,,neutral or dissatisfied
38365,Female,Loyal Customer,25,Personal Travel,Eco,1050,2,4,2,2,2,,,,,,,,,,,,neutral or dissatisfied
20027,Male,Loyal Customer,54,Business travel,Eco,566,5,4,1,4,5,,,,,,,,,,,,satisfied
113623,Female,Loyal Customer,62,Personal Travel,Eco,407,2,4,5,3,4,,,,,,,,,,,,neutral or dissatisfied
100250,Female,Loyal Customer,56,Business travel,Business,3280,4,4,4,4,2,,,,,,,,,,,,satisfied
112433,Male,Loyal Customer,42,Business travel,Business,1975,3,3,3,3,2,,,,,,,,,,,,satisfied
8042,Female,disloyal Customer,21,Business travel,Eco,335,4,4,4,3,5,,,,,,,,,,,,neutral or dissatisfied
1199,Female,Loyal Customer,56,Personal Travel,Eco,270,2,0,2,1,2,,,,,,,,,,,,neutral or dissatisfied
116398,Female,Loyal Customer,21,Personal Travel,Eco,358,1,4,1,2,4,,,,,,,,,,,,neutral or dissatisfied
112701,Female,Loyal Customer,51,Business travel,Eco,671,4,5,5,5,2,,,,,,,,,,,,neutral or dissatisfied
128451,Male,Loyal Customer,40,Personal Travel,Eco,304,4,5,3,4,3,,,,,,,,,,,,satisfied
63912,Female,Loyal Customer,22,Business travel,Business,792,1,1,1,1,2,,,,,,,,,,,,satisfied
82120,Female,disloyal Customer,50,Business travel,Eco Plus,876,1,1,1,3,5,,,,,,,,,,,,neutral or dissatisfied
14356,Male,disloyal Customer,26,Business travel,Eco Plus,395,2,4,2,3,4,,,,,,,,,,,,neutral or dissatisfied
79359,Male,Loyal Customer,43,Business travel,Business,2483,5,5,5,5,5,,,,,,,,,,,,satisfied
63073,Female,Loyal Customer,69,Personal Travel,Eco,967,2,5,2,2,4,,,,,,,,,,,,neutral or dissatisfied
100808,Male,Loyal Customer,70,Personal Travel,Eco,872,5,5,5,1,3,,,,,,,,,,,,satisfied
125545,Female,disloyal Customer,18,Business travel,Eco,226,1,1,1,4,4,,,,,,,,,,,,neutral or dissatisfied
101942,Male,Loyal Customer,43,Business travel,Business,628,4,4,4,4,3,,,,,,,,,,,,satisfied
96342,Female,Loyal Customer,32,Business travel,Business,1609,5,5,5,5,5,,,,,,,,,,,,satisfied
128012,Female,Loyal Customer,20,Personal Travel,Eco Plus,1488,3,1,3,3,4,,,,,,,,,,,,neutral or dissatisfied
45802,Male,Loyal Customer,46,Business travel,Eco,391,2,4,4,4,2,,,,,,,,,,,,satisfied
3088,Female,Loyal Customer,44,Business travel,Business,594,3,3,3,3,4,,,,,,,,,,,,satisfied
66727,Male,Loyal Customer,59,Personal Travel,Eco,802,3,2,3,4,5,,,,,,,,,,,,neutral or dissatisfied
28346,Male,Loyal Customer,70,Personal Travel,Eco,867,5,4,5,2,4,,,,,,,,,,,,satisfied
96897,Male,Loyal Customer,36,Personal Travel,Eco,781,4,5,4,5,4,,,,,,,,,,,,neutral or dissatisfied
2806,Male,Loyal Customer,42,Business travel,Business,3931,3,3,3,3,2,,,,,,,,,,,,satisfied
7373,Female,Loyal Customer,22,Personal Travel,Eco,783,2,4,2,4,3,,,,,,,,,,,,neutral or dissatisfied
118508,Female,disloyal Customer,25,Business travel,Business,304,2,4,2,3,3,,,,,,,,,,,,neutral or dissatisfied
81943,Female,Loyal Customer,55,Business travel,Business,1535,3,5,3,3,2,,,,,,,,,,,,satisfied
31766,Female,disloyal Customer,23,Business travel,Eco,602,4,0,4,4,5,,,,,,,,,,,,satisfied
61825,Male,Loyal Customer,21,Personal Travel,Eco,1379,3,4,4,2,3,,,,,,,,,,,,neutral or dissatisfied
76697,Female,Loyal Customer,50,Personal Travel,Eco,481,2,2,2,2,2,,,,,,,,,,,,neutral or dissatisfied
96844,Male,Loyal Customer,9,Business travel,Eco,816,3,5,4,5,3,,,,,,,,,,,,neutral or dissatisfied
123686,Female,disloyal Customer,38,Business travel,Eco,214,4,0,3,1,4,,,,,,,,,,,,satisfied
19143,Female,Loyal Customer,36,Personal Travel,Eco Plus,287,3,4,2,3,5,,,,,,,,,,,,neutral or dissatisfied
101726,Male,Loyal Customer,46,Business travel,Business,1216,4,4,4,4,2,,,,,,,,,,,,satisfied
66565,Female,Loyal Customer,37,Business travel,Eco Plus,328,2,4,4,4,2,,,,,,,,,,,,neutral or dissatisfied
106453,Male,Loyal Customer,39,Business travel,Business,1670,1,1,1,1,2,,,,,,,,,,,,satisfied
55295,Male,Loyal Customer,9,Personal Travel,Eco,1608,3,5,3,2,4,,,,,,,,,,,,neutral or dissatisfied
69467,Female,Loyal Customer,48,Personal Travel,Eco,1089,3,5,3,4,4,,,,,,,,,,,,neutral or dissatisfied
106718,Male,Loyal Customer,42,Business travel,Business,3981,2,2,2,2,3,,,,,,,,,,,,satisfied
94184,Female,Loyal Customer,51,Business travel,Business,3937,4,1,4,4,4,,,,,,,,,,,,satisfied
408,Female,Loyal Customer,47,Business travel,Business,3169,2,5,5,5,1,,,,,,,,,,,,neutral or dissatisfied
104245,Female,Loyal Customer,37,Business travel,Business,3537,2,5,2,5,4,,,,,,,,,,,,neutral or dissatisfied
